site,transect,quadrat,Cover,Percent
Little Corona,5,Mid,small_barnacles,0
Little Corona,5,Mid,large_barnacles,5
Little Corona,5,Mid,gooseneck_barnacles,0
Little Corona,5,Mid,anemone,3
Little Corona,5,High,bare_rock,80
Little Corona,5,High,algae,5
Little Corona,5,High,mussels,0
Little Corona,5,High,small_barnacles,15
Little Corona,5,High,large_barnacles,0
Little Corona,5,High,gooseneck_barnacles,0
Little Corona,5,High,anemone,0
Little Corona,6,Low,bare_rock,2
Little Corona,6,Low,algae,98
Little Corona,6,Low,mussels,0
Little Corona,6,Low,small_barnacles,0
Little Corona,6,Low,large_barnacles,0
Little Corona,6,Low,gooseneck_barnacles,0
Little Corona,6,Low,anemone,0
Little Corona,6,Mid,bare_rock,50
Little Corona,6,Mid,algae,40
Little Corona,6,Mid,mussels,5
Little Corona,6,Mid,small_barnacles,3
Little Corona,6,Mid,large_barnacles,0
Little Corona,6,Mid,gooseneck_barnacles,0
Little Corona,6,Mid,anemone,5
Little Corona,6,High,bare_rock,98
Little Corona,6,High,algae,0
Little Corona,6,High,mussels,0
Little Corona,6,High,small_barnacles,2
Little Corona,6,High,large_barnacles,0
Little Corona,6,High,gooseneck_barnacles,0
Little Corona,6,High,anemone,0
Little Corona,7,Low,bare_rock,5
Little Corona,7,Low,algae,95
Little Corona,7,Low,mussels,0
Little Corona,7,Low,small_barnacles,0
Little Corona,7,Low,large_barnacles,0
Little Corona,7,Low,gooseneck_barnacles,0
Little Corona,7,Low,anemone,0
Little Corona,7,Mid,bare_rock,20
Little Corona,7,Mid,algae,30
Little Corona,7,Mid,mussels,15
Little Corona,7,Mid,small_barnacles,10
Little Corona,7,Mid,large_barnacles,5
Little Corona,7,Mid,gooseneck_barnacles,0
Little Corona,7,Mid,anemone,0
Little Corona,7,High,bare_rock,60
Little Corona,7,High,algae,35
Little Corona,7,High,mussels,0
Little Corona,7,High,small_barnacles,5
Little Corona,7,High,large_barnacles,0
Little Corona,7,High,gooseneck_barnacles,0
Little Corona,7,High,anemone,0
Little Corona,8,Low,bare_rock,30
Little Corona,8,Low,algae,70
Little Corona,8,Low,mussels,2
Little Corona,8,Low,small_barnacles,0
Little Corona,8,Low,large_barnacles,0
Little Corona,8,Low,gooseneck_barnacles,0
Little Corona,8,Low,anemone,0
Little Corona,8,Mid,bare_rock,25
Little Corona,8,Mid,algae,35
Little Corona,8,Mid,mussels,20
Little Corona,8,Mid,small_barnacles,5
Little Corona,8,Mid,large_barnacles,5
Little Corona,8,Mid,gooseneck_barnacles,15
Little Corona,8,Mid,anemone,0
Little Corona,8,High,bare_rock,85
Little Corona,8,High,algae,15
Little Corona,8,High,mussels,3
Little Corona,8,High,small_barnacles,2
Little Corona,8,High,large_barnacles,0
Little Corona,8,High,gooseneck_barnacles,0
Little Corona,8,High,anemone,0
Little Corona,9,Low,bare_rock,15
Little Corona,9,Low,algae,85
Little Corona,9,Low,mussels,0
Little Corona,9,Low,small_barnacles,0
Little Corona,9,Low,large_barnacles,1
Little Corona,9,Low,gooseneck_barnacles,0
Little Corona,9,Low,anemone,0
Little Corona,9,Mid,bare_rock,5
Little Corona,9,Mid,algae,75
Little Corona,9,Mid,mussels,10
Little Corona,9,Mid,small_barnacles,2
Little Corona,9,Mid,large_barnacles,5
Little Corona,9,Mid,gooseneck_barnacles,10
Little Corona,9,Mid,anemone,0
Little Corona,9,High,bare_rock,50
Little Corona,9,High,algae,25
Little Corona,9,High,mussels,5
Little Corona,9,High,small_barnacles,25
Little Corona,9,High,large_barnacles,1
Little Corona,9,High,gooseneck_barnacles,0
Little Corona,9,High,anemone,0
Little Corona,10,Low,bare_rock,0
Little Corona,10,Low,algae,95
Little Corona,10,Low,mussels,0
Little Corona,10,Low,small_barnacles,0
Little Corona,10,Low,large_barnacles,0
Little Corona,10,Low,gooseneck_barnacles,0
Little Corona,10,Low,anemone,5
Little Corona,10,Mid,bare_rock,60
Little Corona,10,Mid,algae,25
Little Corona,10,Mid,mussels,5
Little Corona,10,Mid,small_barnacles,0
Little Corona,10,Mid,large_barnacles,2
Little Corona,10,Mid,gooseneck_barnacles,10
Little Corona,10,Mid,anemone,0
Little Corona,10,High,bare_rock,65
Little Corona,10,High,algae,15
Little Corona,10,High,mussels,3
Little Corona,10,High,small_barnacles,15
Little Corona,10,High,large_barnacles,2
Little Corona,10,High,gooseneck_barnacles,0
Little Corona,10,High,anemone,0
Carpenteria,1,Low,bare_rock,5
Carpenteria,1,Low,algae,50
Carpenteria,1,Low,mussels,40
Carpenteria,1,Low,small_barnacles,30
Carpenteria,1,Low,large_barnacles,0
Carpenteria,1,Low,gooseneck_barnacles,60
Carpenteria,1,Low,anemone,5
Carpenteria,1,Mid,bare_rock,25
Carpenteria,1,Mid,algae,1
Carpenteria,1,Mid,mussels,30
Carpenteria,1,Mid,small_barnacles,20
Carpenteria,1,Mid,large_barnacles,0
Carpenteria,1,Mid,gooseneck_barnacles,20
Carpenteria,1,Mid,anemone,25
Carpenteria,1,High,bare_rock,70
Carpenteria,1,High,algae,5
Carpenteria,1,High,mussels,1
Carpenteria,1,High,small_barnacles,15
Carpenteria,1,High,large_barnacles,0
Carpenteria,1,High,gooseneck_barnacles,10
Carpenteria,1,High,anemone,0
Carpenteria,2,Low,bare_rock,5
Carpenteria,2,Low,algae,60
Carpenteria,2,Low,mussels,80
Carpenteria,2,Low,small_barnacles,20
Carpenteria,2,Low,large_barnacles,0
Carpenteria,2,Low,gooseneck_barnacles,15
Carpenteria,2,Low,anemone,5
Carpenteria,2,Mid,bare_rock,10
Carpenteria,2,Mid,algae,25
Carpenteria,2,Mid,mussels,30
Carpenteria,2,Mid,small_barnacles,25
Carpenteria,2,Mid,large_barnacles,0
Carpenteria,2,Mid,gooseneck_barnacles,60
Carpenteria,2,Mid,anemone,0
Carpenteria,2,High,bare_rock,45
Carpenteria,2,High,algae,0
Carpenteria,2,High,mussels,15
Carpenteria,2,High,small_barnacles,40
Carpenteria,2,High,large_barnacles,0
Carpenteria,2,High,gooseneck_barnacles,0
Carpenteria,2,High,anemone,0
Carpenteria,3,Low,bare_rock,20
Carpenteria,3,Low,algae,60
Carpenteria,3,Low,mussels,60
Carpenteria,3,Low,small_barnacles,20
Carpenteria,3,Low,large_barnacles,0
Carpenteria,3,Low,gooseneck_barnacles,10
Carpenteria,3,Low,anemone,20
Carpenteria,3,Mid,bare_rock,0
Carpenteria,3,Mid,algae,30
Carpenteria,3,Mid,mussels,60
Carpenteria,3,Mid,small_barnacles,10
Carpenteria,3,Mid,large_barnacles,0
Carpenteria,3,Mid,gooseneck_barnacles,40
Carpenteria,3,Mid,anemone,0
Carpenteria,3,High,bare_rock,20
Carpenteria,3,High,algae,0
Carpenteria,3,High,mussels,20
Carpenteria,3,High,small_barnacles,25
Carpenteria,3,High,large_barnacles,0
Carpenteria,3,High,gooseneck_barnacles,5
Carpenteria,3,High,anemone,0
Carpenteria,4,Low,bare_rock,0
Carpenteria,4,Low,algae,75
Carpenteria,4,Low,mussels,20
Carpenteria,4,Low,small_barnacles,20
Carpenteria,4,Low,large_barnacles,0
Carpenteria,4,Low,gooseneck_barnacles,0
Carpenteria,4,Low,anemone,25
Carpenteria,4,Mid,bare_rock,20
Carpenteria,4,Mid,algae,15
Carpenteria,4,Mid,mussels,25
Carpenteria,4,Mid,small_barnacles,15
Carpenteria,4,Mid,large_barnacles,0
Carpenteria,4,Mid,gooseneck_barnacles,40
Carpenteria,4,Mid,anemone,0
Carpenteria,4,High,bare_rock,40
Carpenteria,4,High,algae,2
Carpenteria,4,High,mussels,10
Carpenteria,4,High,small_barnacles,40
Carpenteria,4,High,large_barnacles,0
Carpenteria,4,High,gooseneck_barnacles,5
Carpenteria,4,High,anemone,5
Carpenteria,5,Low,bare_rock,0
Carpenteria,5,Low,algae,1
Carpenteria,5,Low,mussels,50
Carpenteria,5,Low,small_barnacles,25
Carpenteria,5,Low,large_barnacles,0
Carpenteria,5,Low,gooseneck_barnacles,2
Carpenteria,5,Low,anemone,50
Carpenteria,5,Mid,bare_rock,15
Carpenteria,5,Mid,algae,15
Carpenteria,5,Mid,mussels,60
Carpenteria,5,Mid,small_barnacles,20
Carpenteria,5,Mid,large_barnacles,0
Carpenteria,5,Mid,gooseneck_barnacles,30
Carpenteria,5,Mid,anemone,0
Carpenteria,5,High,bare_rock,60
Carpenteria,5,High,algae,5
Carpenteria,5,High,mussels,20
Carpenteria,5,High,small_barnacles,30
Carpenteria,5,High,large_barnacles,0
Carpenteria,5,High,gooseneck_barnacles,10
Carpenteria,5,High,anemone,0
Carpenteria,6,Low,bare_rock,20
Carpenteria,6,Low,algae,0
Carpenteria,6,Low,mussels,40
Carpenteria,6,Low,small_barnacles,30
Carpenteria,6,Low,large_barnacles,0
Carpenteria,6,Low,gooseneck_barnacles,5
Carpenteria,6,Low,anemone,40
Carpenteria,6,Mid,bare_rock,30
Carpenteria,6,Mid,algae,5
Carpenteria,6,Mid,mussels,50
Carpenteria,6,Mid,small_barnacles,0
Carpenteria,6,Mid,large_barnacles,0
Carpenteria,6,Mid,gooseneck_barnacles,20
Carpenteria,6,Mid,anemone,0
Carpenteria,6,High,bare_rock,65
Carpenteria,6,High,algae,0
Carpenteria,6,High,mussels,5
Carpenteria,6,High,small_barnacles,30
Carpenteria,6,High,large_barnacles,0
Carpenteria,6,High,gooseneck_barnacles,3
Carpenteria,6,High,anemone,2
Carpenteria,7,Low,bare_rock,20
Carpenteria,7,Low,algae,0
Carpenteria,7,Low,mussels,20
Carpenteria,7,Low,small_barnacles,15
Carpenteria,7,Low,large_barnacles,0
Carpenteria,7,Low,gooseneck_barnacles,10
Carpenteria,7,Low,anemone,60
Carpenteria,7,Mid,bare_rock,65
Carpenteria,7,Mid,algae,0
Carpenteria,7,Mid,mussels,20
Carpenteria,7,Mid,small_barnacles,10
Carpenteria,7,Mid,large_barnacles,0
Carpenteria,7,Mid,gooseneck_barnacles,20
Carpenteria,7,Mid,anemone,5
Carpenteria,7,High,bare_rock,70
Carpenteria,7,High,algae,0
Carpenteria,7,High,mussels,15
Carpenteria,7,High,small_barnacles,25
Carpenteria,7,High,large_barnacles,0
Carpenteria,7,High,gooseneck_barnacles,5
Carpenteria,7,High,anemone,0
Carpenteria,8,Mid,bare_rock,75
Carpenteria,8,Mid,algae,5
Carpenteria,8,Mid,mussels,20
Carpenteria,8,Mid,small_barnacles,10
Carpenteria,8,Mid,large_barnacles,0
Carpenteria,8,Mid,gooseneck_barnacles,15
Carpenteria,8,Mid,anemone,5
Carpenteria,8,Low,bare_rock,30
Carpenteria,8,Low,algae,10
Carpenteria,8,Low,mussels,15
Carpenteria,8,Low,small_barnacles,10
Carpenteria,8,Low,large_barnacles,0
Carpenteria,8,Low,gooseneck_barnacles,50
Carpenteria,8,Low,anemone,0
Carpenteria,8,High,bare_rock,30
Carpenteria,8,High,algae,0
Carpenteria,8,High,mussels,2
Carpenteria,8,High,small_barnacles,70
Carpenteria,8,High,large_barnacles,0
Carpenteria,8,High,gooseneck_barnacles,0
Carpenteria,8,High,anemone,0
Carpenteria,9,Low,bare_rock,40
Carpenteria,9,Low,algae,15
Carpenteria,9,Low,mussels,30
Carpenteria,9,Low,small_barnacles,0
Carpenteria,9,Low,large_barnacles,0
Carpenteria,9,Low,gooseneck_barnacles,20
Carpenteria,9,Low,anemone,5
Carpenteria,9,Mid,bare_rock,50
Carpenteria,9,Mid,algae,15
Carpenteria,9,Mid,mussels,15
Carpenteria,9,Mid,small_barnacles,10
Carpenteria,9,Mid,large_barnacles,0
Carpenteria,9,Mid,gooseneck_barnacles,25
Carpenteria,9,Mid,anemone,0
Carpenteria,9,High,bare_rock,90
Carpenteria,9,High,algae,1
Carpenteria,9,High,mussels,0
Carpenteria,9,High,small_barnacles,10
Carpenteria,9,High,large_barnacles,0
Carpenteria,9,High,gooseneck_barnacles,0
Carpenteria,9,High,anemone,0
Carpenteria,10,Low,bare_rock,5
Carpenteria,10,Low,algae,2
Carpenteria,10,Low,mussels,20
Carpenteria,10,Low,small_barnacles,5
Carpenteria,10,Low,large_barnacles,0
Carpenteria,10,Low,gooseneck_barnacles,10
Carpenteria,10,Low,anemone,70
Carpenteria,10,Mid,bare_rock,35
Carpenteria,10,Mid,algae,0
Carpenteria,10,Mid,mussels,30
Carpenteria,10,Mid,small_barnacles,10
Carpenteria,10,Mid,large_barnacles,0
Carpenteria,10,Mid,gooseneck_barnacles,20
Carpenteria,10,Mid,anemone,15
Carpenteria,10,High,bare_rock,85
Carpenteria,10,High,algae,1
Carpenteria,10,High,mussels,0
Carpenteria,10,High,small_barnacles,15
Carpenteria,10,High,large_barnacles,0
Carpenteria,10,High,gooseneck_barnacles,0
Carpenteria,10,High,anemone,0
Shell Beach,1,Low,bare_rock,15
Shell Beach,1,Low,algae,80
Shell Beach,1,Low,mussels,0
Shell Beach,1,Low,small_barnacles,5
Shell Beach,1,Low,large_barnacles,0
Shell Beach,1,Low,gooseneck_barnacles,0
Shell Beach,1,Low,anemone,2
Shell Beach,1,Mid,bare_rock,20
Shell Beach,1,Mid,algae,10
Shell Beach,1,Mid,mussels,80
Shell Beach,1,Mid,small_barnacles,0
Shell Beach,1,Mid,large_barnacles,0
Shell Beach,1,Mid,gooseneck_barnacles,5
Shell Beach,1,Mid,anemone,5
Shell Beach,1,High,bare_rock,50
Shell Beach,1,High,algae,2
Shell Beach,1,High,mussels,0
Shell Beach,1,High,small_barnacles,50
Shell Beach,1,High,large_barnacles,3
Shell Beach,1,High,gooseneck_barnacles,0
Shell Beach,1,High,anemone,0
Shell Beach,2,Low,bare_rock,15
Shell Beach,2,Low,algae,35
Shell Beach,2,Low,mussels,0
Shell Beach,2,Low,small_barnacles,0
Shell Beach,2,Low,large_barnacles,0
Shell Beach,2,Low,gooseneck_barnacles,0
Shell Beach,2,Low,anemone,50
Shell Beach,2,Mid,bare_rock,10
Shell Beach,2,Mid,algae,15
Shell Beach,2,Mid,mussels,85
Shell Beach,2,Mid,small_barnacles,2
Shell Beach,2,Mid,large_barnacles,3
Shell Beach,2,Mid,gooseneck_barnacles,10
Shell Beach,2,Mid,anemone,5
Shell Beach,2,High,bare_rock,4
Shell Beach,2,High,algae,1
Shell Beach,2,High,mussels,0
Shell Beach,2,High,small_barnacles,95
Shell Beach,2,High,large_barnacles,0
Shell Beach,2,High,gooseneck_barnacles,0
Shell Beach,2,High,anemone,0
Shell Beach,3,Low,bare_rock,2
Shell Beach,3,Low,algae,70
Shell Beach,3,Low,mussels,5
Shell Beach,3,Low,small_barnacles,0
Shell Beach,3,Low,large_barnacles,0
Shell Beach,3,Low,gooseneck_barnacles,0
Shell Beach,3,Low,anemone,85
Shell Beach,3,Mid,bare_rock,10
Shell Beach,3,Mid,algae,20
Shell Beach,3,Mid,mussels,60
Shell Beach,3,Mid,small_barnacles,5
Shell Beach,3,Mid,large_barnacles,2
Shell Beach,3,Mid,gooseneck_barnacles,15
Shell Beach,3,Mid,anemone,5
Shell Beach,3,High,bare_rock,15
Shell Beach,3,High,algae,3
Shell Beach,3,High,mussels,0
Shell Beach,3,High,small_barnacles,80
Shell Beach,3,High,large_barnacles,2
Shell Beach,3,High,gooseneck_barnacles,0
Shell Beach,3,High,anemone,0
Shell Beach,4,Low,bare_rock,25
Shell Beach,4,Low,algae,20
Shell Beach,4,Low,mussels,0
Shell Beach,4,Low,small_barnacles,2
Shell Beach,4,Low,large_barnacles,0
Shell Beach,4,Low,gooseneck_barnacles,0
Shell Beach,4,Low,anemone,70
Shell Beach,4,Mid,bare_rock,0
Shell Beach,4,Mid,algae,3
Shell Beach,4,Mid,mussels,95
Shell Beach,4,Mid,small_barnacles,10
Shell Beach,4,Mid,large_barnacles,2
Shell Beach,4,Mid,gooseneck_barnacles,5
Shell Beach,4,Mid,anemone,5
Shell Beach,4,High,bare_rock,3
Shell Beach,4,High,algae,15
Shell Beach,4,High,mussels,0
Shell Beach,4,High,small_barnacles,95
Shell Beach,4,High,large_barnacles,2
Shell Beach,4,High,gooseneck_barnacles,0
Shell Beach,4,High,anemone,0
Shell Beach,5,Low,bare_rock,15
Shell Beach,5,Low,algae,30
Shell Beach,5,Low,mussels,0
Shell Beach,5,Low,small_barnacles,2
Shell Beach,5,Low,large_barnacles,2
Shell Beach,5,Low,gooseneck_barnacles,0
Shell Beach,5,Low,anemone,70
Shell Beach,5,Mid,bare_rock,0
Shell Beach,5,Mid,algae,20
Shell Beach,5,Mid,mussels,97
Shell Beach,5,Mid,small_barnacles,5
Shell Beach,5,Mid,large_barnacles,3
Shell Beach,5,Mid,gooseneck_barnacles,3
Shell Beach,5,Mid,anemone,3
Shell Beach,5,High,bare_rock,30
Shell Beach,5,High,algae,20
Shell Beach,5,High,mussels,0
Shell Beach,5,High,small_barnacles,50
Shell Beach,5,High,large_barnacles,2
Shell Beach,5,High,gooseneck_barnacles,0
Shell Beach,5,High,anemone,0
Shell Beach,6,Low,bare_rock,5
Shell Beach,6,Low,algae,25
Shell Beach,6,Low,mussels,1
Shell Beach,6,Low,small_barnacles,0
Shell Beach,6,Low,large_barnacles,0
Shell Beach,6,Low,gooseneck_barnacles,0
Shell Beach,6,Low,anemone,15
Shell Beach,6,Mid,bare_rock,20
Shell Beach,6,Mid,algae,40
Shell Beach,6,Mid,mussels,50
Shell Beach,6,Mid,small_barnacles,3
Shell Beach,6,Mid,large_barnacles,5
Shell Beach,6,Mid,gooseneck_barnacles,30
Shell Beach,6,Mid,anemone,3
Shell Beach,6,High,bare_rock,50
Shell Beach,6,High,algae,5
Shell Beach,6,High,mussels,0
Shell Beach,6,High,small_barnacles,50
Shell Beach,6,High,large_barnacles,2
Shell Beach,6,High,gooseneck_barnacles,0
Shell Beach,6,High,anemone,0
Shell Beach,7,Low,bare_rock,5
Shell Beach,7,Low,algae,30
Shell Beach,7,Low,mussels,2
Shell Beach,7,Low,small_barnacles,0
Shell Beach,7,Low,large_barnacles,0
Shell Beach,7,Low,gooseneck_barnacles,0
Shell Beach,7,Low,anemone,5
Shell Beach,7,Mid,bare_rock,0
Shell Beach,7,Mid,algae,30
Shell Beach,7,Mid,mussels,85
Shell Beach,7,Mid,small_barnacles,5
Shell Beach,7,Mid,large_barnacles,10
Shell Beach,7,Mid,gooseneck_barnacles,15
Shell Beach,7,Mid,anemone,5
Shell Beach,7,High,bare_rock,15
Shell Beach,7,High,algae,2
Shell Beach,7,High,mussels,0
Shell Beach,7,High,small_barnacles,80
Shell Beach,7,High,large_barnacles,3
Shell Beach,7,High,gooseneck_barnacles,0
Shell Beach,7,High,anemone,0
Shell Beach,8,Low,bare_rock,0
Shell Beach,8,Low,algae,20
Shell Beach,8,Low,mussels,5
Shell Beach,8,Low,small_barnacles,2
Shell Beach,8,Low,large_barnacles,3
Shell Beach,8,Low,gooseneck_barnacles,3
Shell Beach,8,Low,anemone,10
Shell Beach,8,Mid,bare_rock,20
Shell Beach,8,Mid,algae,35
Shell Beach,8,Mid,mussels,40
Shell Beach,8,Mid,small_barnacles,5
Shell Beach,8,Mid,large_barnacles,2
Shell Beach,8,Mid,gooseneck_barnacles,15
Shell Beach,8,Mid,anemone,3
Shell Beach,8,High,bare_rock,5
Shell Beach,8,High,algae,0
Shell Beach,8,High,mussels,0
Shell Beach,8,High,small_barnacles,95
Shell Beach,8,High,large_barnacles,0
Shell Beach,8,High,gooseneck_barnacles,0
Shell Beach,8,High,anemone,0
Shell Beach,9,Low,bare_rock,5
Shell Beach,9,Low,algae,80
Shell Beach,9,Low,mussels,0
Shell Beach,9,Low,small_barnacles,0
Shell Beach,9,Low,large_barnacles,2
Shell Beach,9,Low,gooseneck_barnacles,0
Shell Beach,9,Low,anemone,15
Shell Beach,9,Mid,bare_rock,0
Shell Beach,9,Mid,algae,0
Shell Beach,9,Mid,mussels,85
Shell Beach,9,Mid,small_barnacles,90
Shell Beach,9,Mid,large_barnacles,5
Shell Beach,9,Mid,gooseneck_barnacles,15
Shell Beach,9,Mid,anemone,5
Shell Beach,9,High,bare_rock,10
Shell Beach,9,High,algae,20
Shell Beach,9,High,mussels,0
Shell Beach,9,High,small_barnacles,80
Shell Beach,9,High,large_barnacles,5
Shell Beach,9,High,gooseneck_barnacles,0
Shell Beach,9,High,anemone,0
Shell Beach,10,Low,bare_rock,10
Shell Beach,10,Low,algae,90
Shell Beach,10,Low,mussels,0
Shell Beach,10,Low,small_barnacles,0
Shell Beach,10,Low,large_barnacles,5
Shell Beach,10,Low,gooseneck_barnacles,0
Shell Beach,10,Low,anemone,15
Shell Beach,10,Mid,bare_rock,10
Shell Beach,10,Mid,algae,15
Shell Beach,10,Mid,mussels,60
Shell Beach,10,Mid,small_barnacles,0
Shell Beach,10,Mid,large_barnacles,5
Shell Beach,10,Mid,gooseneck_barnacles,30
Shell Beach,10,Mid,anemone,5
Shell Beach,10,High,bare_rock,75
Shell Beach,10,High,algae,5
Shell Beach,10,High,mussels,0
Shell Beach,10,High,small_barnacles,20
Shell Beach,10,High,large_barnacles,1
Shell Beach,10,High,gooseneck_barnacles,0
Shell Beach,10,High,anemone,0
Hazards,1,Low,bare_rock,5
Hazards,1,Low,algae,70
Hazards,1,Low,mussels,0
Hazards,1,Low,small_barnacles,0
Hazards,1,Low,large_barnacles,0
Hazards,1,Low,gooseneck_barnacles,0
Hazards,1,Low,anemone,2
Hazards,1,Mid,bare_rock,5
Hazards,1,Mid,algae,20
Hazards,1,Mid,mussels,40
Hazards,1,Mid,small_barnacles,0
Hazards,1,Mid,large_barnacles,0
Hazards,1,Mid,gooseneck_barnacles,40
Hazards,1,Mid,anemone,5
Hazards,1,High,bare_rock,13
Hazards,1,High,algae,30
Hazards,1,High,mussels,25
Hazards,1,High,small_barnacles,2
Hazards,1,High,large_barnacles,5
Hazards,1,High,gooseneck_barnacles,30
Hazards,1,High,anemone,3
Hazards,2,Low,bare_rock,55
Hazards,2,Low,algae,96
Hazards,2,Low,mussels,0
Hazards,2,Low,small_barnacles,0
Hazards,2,Low,large_barnacles,0
Hazards,2,Low,gooseneck_barnacles,0
Hazards,2,Low,anemone,15
Hazards,2,Mid,bare_rock,10
Hazards,2,Mid,algae,30
Hazards,2,Mid,mussels,40
Hazards,2,Mid,small_barnacles,0
Hazards,2,Mid,large_barnacles,0
Hazards,2,Mid,gooseneck_barnacles,10
Hazards,2,Mid,anemone,0
Hazards,2,High,bare_rock,10
Hazards,2,High,algae,90
Hazards,2,High,mussels,10
Hazards,2,High,small_barnacles,0
Hazards,2,High,large_barnacles,3
Hazards,2,High,gooseneck_barnacles,5
Hazards,2,High,anemone,0
Hazards,3,Low,bare_rock,3
Hazards,3,Low,algae,93
Hazards,3,Low,mussels,0
Hazards,3,Low,small_barnacles,0
Hazards,3,Low,large_barnacles,2
Hazards,3,Low,gooseneck_barnacles,0
Hazards,3,Low,anemone,20
Hazards,3,Mid,bare_rock,15
Hazards,3,Mid,algae,35
Hazards,3,Mid,mussels,30
Hazards,3,Mid,small_barnacles,0
Hazards,3,Mid,large_barnacles,2
Hazards,3,Mid,gooseneck_barnacles,15
Hazards,3,Mid,anemone,10
Hazards,3,High,bare_rock,0
Hazards,3,High,algae,100
Hazards,3,High,mussels,3
Hazards,3,High,small_barnacles,0
Hazards,3,High,large_barnacles,0
Hazards,3,High,gooseneck_barnacles,0
Hazards,3,High,anemone,0
Hazards,4,Low,bare_rock,10
Hazards,4,Low,algae,90
Hazards,4,Low,mussels,0
Hazards,4,Low,small_barnacles,0
Hazards,4,Low,large_barnacles,0
Hazards,4,Low,gooseneck_barnacles,0
Hazards,4,Low,anemone,5
Hazards,4,Mid,bare_rock,15
Hazards,4,Mid,algae,30
Hazards,4,Mid,mussels,70
Hazards,4,Mid,small_barnacles,0
Hazards,4,Mid,large_barnacles,2
Hazards,4,Mid,gooseneck_barnacles,20
Hazards,4,Mid,anemone,8
Hazards,4,High,bare_rock,16
Hazards,4,High,algae,90
Hazards,4,High,mussels,0
Hazards,4,High,small_barnacles,3
Hazards,4,High,large_barnacles,0
Hazards,4,High,gooseneck_barnacles,0
Hazards,4,High,anemone,0
Hazards,5,Low,bare_rock,10
Hazards,5,Low,algae,80
Hazards,5,Low,mussels,0
Hazards,5,Low,small_barnacles,0
Hazards,5,Low,large_barnacles,0
Hazards,5,Low,gooseneck_barnacles,0
Hazards,5,Low,anemone,20
Hazards,5,Mid,bare_rock,20
Hazards,5,Mid,algae,40
Hazards,5,Mid,mussels,10
Hazards,5,Mid,small_barnacles,2
Hazards,5,Mid,large_barnacles,0
Hazards,5,Mid,gooseneck_barnacles,5
Hazards,5,Mid,anemone,3
Hazards,5,High,bare_rock,15
Hazards,5,High,algae,90
Hazards,5,High,mussels,3
Hazards,5,High,small_barnacles,2
Hazards,5,High,large_barnacles,3
Hazards,5,High,gooseneck_barnacles,0
Hazards,5,High,anemone,2
Hazards,6,Low,bare_rock,5
Hazards,6,Low,algae,80
Hazards,6,Low,mussels,0
Hazards,6,Low,small_barnacles,0
Hazards,6,Low,large_barnacles,0
Hazards,6,Low,gooseneck_barnacles,0
Hazards,6,Low,anemone,15
Hazards,6,Mid,bare_rock,5
Hazards,6,Mid,algae,60
Hazards,6,Mid,mussels,30
Hazards,6,Mid,small_barnacles,0
Hazards,6,Mid,large_barnacles,0
Hazards,6,Mid,gooseneck_barnacles,0
Hazards,6,Mid,anemone,5
Hazards,6,High,bare_rock,40
Hazards,6,High,algae,40
Hazards,6,High,mussels,5
Hazards,6,High,small_barnacles,2
Hazards,6,High,large_barnacles,15
Hazards,6,High,gooseneck_barnacles,0
Hazards,6,High,anemone,0
Hazards,7,Low,bare_rock,5
Hazards,7,Low,algae,65
Hazards,7,Low,mussels,0
Hazards,7,Low,small_barnacles,0
Hazards,7,Low,large_barnacles,0
Hazards,7,Low,gooseneck_barnacles,0
Hazards,7,Low,anemone,30
Hazards,7,Mid,bare_rock,15
Hazards,7,Mid,algae,60
Hazards,7,Mid,mussels,30
Hazards,7,Mid,small_barnacles,2
Hazards,7,Mid,large_barnacles,3
Hazards,7,Mid,gooseneck_barnacles,15
Hazards,7,Mid,anemone,10
Hazards,7,High,bare_rock,90
Hazards,7,High,algae,5
Hazards,7,High,mussels,0
Hazards,7,High,small_barnacles,2
Hazards,7,High,large_barnacles,5
Hazards,7,High,gooseneck_barnacles,0
Hazards,7,High,anemone,0
Hazards,8,Low,bare_rock,20
Hazards,8,Low,algae,60
Hazards,8,Low,mussels,0
Hazards,8,Low,small_barnacles,0
Hazards,8,Low,large_barnacles,0
Hazards,8,Low,gooseneck_barnacles,0
Hazards,8,Low,anemone,15
Hazards,8,Mid,bare_rock,5
Hazards,8,Mid,algae,50
Hazards,8,Mid,mussels,5
Hazards,8,Mid,small_barnacles,0
Hazards,8,Mid,large_barnacles,0
Hazards,8,Mid,gooseneck_barnacles,15
Hazards,8,Mid,anemone,25
Hazards,8,High,bare_rock,40
Hazards,8,High,algae,40
Hazards,8,High,mussels,0
Hazards,8,High,small_barnacles,0
Hazards,8,High,large_barnacles,20
Hazards,8,High,gooseneck_barnacles,0
Hazards,8,High,anemone,10
Hazards,9,Low,bare_rock,15
Hazards,9,Low,algae,70
Hazards,9,Low,mussels,0
Hazards,9,Low,small_barnacles,0
Hazards,9,Low,large_barnacles,0
Hazards,9,Low,gooseneck_barnacles,0
Hazards,9,Low,anemone,25
Hazards,9,Mid,bare_rock,10
Hazards,9,Mid,algae,60
Hazards,9,Mid,mussels,5
Hazards,9,Mid,small_barnacles,0
Hazards,9,Mid,large_barnacles,2
Hazards,9,Mid,gooseneck_barnacles,10
Hazards,9,Mid,anemone,3
Hazards,9,High,bare_rock,50
Hazards,9,High,algae,30
Hazards,9,High,mussels,0
Hazards,9,High,small_barnacles,1
Hazards,9,High,large_barnacles,20
